episode,reward
0,-256.327399949074
1,-93.84037704299504
2,-248.1950861855325
3,-312.8355508701333
4,-193.63567105618262
5,-241.40547871066087
6,-148.01802984568297
7,-430.0258047206104
8,-153.44680588980444
9,-111.14212758283335
10,-328.7994529293393
11,-209.04157317671235
12,-283.479304031924
13,-121.61940074223162
14,-60.40399843930777
15,-151.54514421312297
16,-269.60578825252435
17,-86.43134067981822
18,-108.65996347282231
19,-180.44845074887223
20,-158.4784233455608
21,-337.2293193099546
22,-287.8564943929693
23,-94.0889366926448
24,-177.68869648453193
25,-50.46148602667582
26,-7.174531446314887
27,-52.50488789387739
28,-59.00693339305448
29,-195.97088253894984
30,-89.48226558431358
31,-105.52391856178438
32,-50.294158678707106
33,-176.39204319430476
34,-233.99794458134676
35,-131.48381173085983
36,-106.69430204051736
37,-376.9359046607607
38,-219.7378673457378
39,-12.162968396106947
40,-11.177329890707412
41,-91.71564952125217
42,-256.2139305326059
43,-205.38871775106125
44,-106.22825031864036
45,-172.0899946312544
46,-312.1023311304359
47,-272.6791895492793
48,-51.12242671807708
49,-100.09850025984284
50,-289.0897780537738
51,-135.4028263951821
52,-68.92279212255254
53,-110.61764535344719
54,-225.29010698832434
55,-265.1065206713504
56,-184.8454585361825
57,-315.2669008745967
58,-124.66328191219178
59,-94.90447951368853
60,-116.00642061582116
61,-83.13068888960927
62,-137.4723384116156
63,-155.2240987777655
64,-378.6253609637072
65,-167.30821761504427
66,-101.40332556547772
67,-199.9656164420522
68,-290.5616118584313
69,-66.16939817951439
70,-139.31584132866402
71,-183.12405945993305
72,-61.70725266469369
73,-87.45299560395027
74,-338.0174350640434
75,-65.06792078124575
76,-155.85966659650762
77,-137.41110170444446
78,-83.17848122071958
79,8.302422909737345
80,-50.35288130276395
81,-253.1573076193881
82,-124.30418838121179
83,-150.17095371143796
84,-112.32081618744411
85,-335.99747082838564
86,-173.39473469655667
87,-121.74750901524664
88,-107.91686277372287
89,-107.84340139753958
90,-118.4842534451015
91,-253.8996484270184
92,-150.41285252376161
93,-66.95781308937867
94,-99.46156234610032
95,-247.4406609095198
96,-66.7260651434451
97,-283.29534827245004
98,-145.38606043799118
99,-89.9942583081983
100,-126.38897128693225
101,-162.1031163785205
102,-74.57533850215577
103,-116.86634555391511
104,-258.7990076088149
105,-175.7342904751094
106,-214.51950745492783
107,-100.13297362428429
108,-132.15442735068189
109,-124.27819012381802
110,-14.871136789930503
111,-38.45240095498194
112,-78.69287820979883
113,-62.31572322462412
114,-198.94936410016072
115,-118.46087948558974
116,-161.22139212419194
117,-30.746898501466944
118,-79.46024986200295
119,-148.93775966355204
120,-379.80927592063387
121,-210.24672678139842
122,-82.25938875092857
123,-168.22536907717483
124,-103.06374764450163
125,-57.27371509857588
126,-55.89252208443732
127,-135.48026476010142
128,-108.82966032586464
129,-55.902056525899816
130,-115.84415264963904
131,-80.1354792820265
132,-97.02024285825823
133,-77.24759658553815
134,-71.39073830592591
135,-227.26439897026276
136,-142.0023130056108
137,-100.2428364595908
138,-72.83510245912518
139,-99.14048597908705
140,-97.72989158943966
141,-13.346831350302892
142,-103.10759945120317
143,-175.67409953085462
144,-216.8551393294311
145,-127.59256642880898
146,-143.6108491613511
147,-58.773463130761115
148,-79.29991317278137
149,-121.29763990149824
150,-34.72443255811895
151,-93.57993094385624
152,-87.95917765293774
153,-95.59901536640898
154,-125.68826232810956
155,-68.12298545816981
156,-124.18537309275509
157,-80.73280666482313
158,-62.52940610122694
159,-54.35070172625045
160,-117.29608975585161
161,-70.58090918006936
162,-111.83886052658784
163,-11.934275504907433
164,-21.578418143818965
165,-96.0950079314443
166,1.6246479381864702
167,-1.8316222049290758
168,-174.44714586106275
169,-102.72033656312078
170,-10.174795040604721
171,-78.32634563000411
172,-70.72222415954141
173,-10.705865802447633
174,-124.54920738723638
175,-45.39322713564414
176,-102.3087141018411
177,-128.71156807335447
178,-34.65797753309671
179,-51.01038998543616
180,-93.11095908839124
181,-84.98180694365047
182,-138.33806080813707
183,-9.171203660252246
184,-76.91377012481169
185,-30.57804599439855
186,-176.55403393010315
187,-51.26871920731754
188,12.359190329190852
189,-53.70581860362499
190,-98.1285184159249
191,-143.18948861710325
192,-136.96973613450473
193,-98.98085749132744
194,-150.92348707127692
195,-20.078891770252582
196,-18.69508799828796
197,-107.1983114361671
198,-78.67185305679385
199,-58.18199660256953
200,-7.848500188174284
201,-108.10176431393748
202,-98.8654955384156
203,-38.16443171862623
204,-111.86375252877022
205,-45.039028796401794
206,-2.9881865732941293
207,-46.896070255975815
208,-83.8599989981874
209,8.188299021059521
210,-43.242671285802516
211,-26.251221166938734
212,-48.46141760848632
213,-2.1038766568095184
214,-74.61438574399693
215,-2.952050492937232
216,2.4572081271679167
217,-29.60057475813973
218,-29.759085439987928
219,-50.214660619983036
220,-222.69969244818668
221,-13.157630323679498
222,-71.87335859706263
223,-221.10098471933847
224,-43.19065198712259
225,-10.135066249595582
226,-40.75689978801631
227,-9.371951278026614
228,-82.85603087444042
229,-7.515686148985935
230,-34.25712794099165
231,-12.101298827877855
232,-53.3037804404201
233,-79.88573457095634
234,-224.8206581296177
235,-208.60859150672098
236,19.63958635137888
237,3.4847065227533847
238,-12.82809494613231
239,15.977015774699368
240,-72.6195894229424
241,-112.03220271871872
242,-37.19582835239848
243,-122.00782649588302
244,-14.68160548906917
245,18.106409657295927
246,-108.60529848145013
247,-88.25872658834255
248,-11.294855878496378
249,-24.163170997699837
250,37.647218722344434
251,-4.418229906188472
252,7.311207182955613
253,-62.226425216590236
254,-51.46672272574992
255,-62.055638239669605
256,-34.044282548165455
257,-71.1015739646524
258,-214.69355042750533
259,-58.214298969544735
260,-54.36156447471097
261,41.957406658508944
262,-98.4499601588438
263,10.858475299036797
264,-22.833948060842218
265,-116.45769087824323
266,-80.39450969496997
267,-175.06759320841002
268,-160.2258420025466
269,-107.86186415964809
270,-53.23326243425019
271,-240.18592383290803
272,-50.49175605494574
273,-55.74412701712352
274,-40.85891687710013
275,-129.44296924341833
276,-29.15764268786674
277,-196.12257869753518
278,9.160984298699757
279,13.781135764896106
280,-150.71085767489615
281,-20.881232694289153
282,-5.002616986647382
283,74.31318572166225
