episode,reward
0,-225.60847363659911
1,-122.48452912340082
2,-235.58109505229123
3,-146.99823082832717
4,-246.52483563999266
5,-127.52343847071377
6,-304.49767774502016
7,-129.1188032099704
8,-254.1990370937907
9,-126.44584086573866
10,-173.13253183774916
11,-241.63312220660313
12,-301.6017406369365
13,-139.427101477103
14,-135.52789282773222
15,-209.92899854029153
16,-201.0785456344433
17,-43.002542920951186
18,-207.82337358911164
19,-165.8217293151518
20,-156.07353172302436
21,-75.23956599244119
22,-70.82581199453647
23,-125.13792046038878
24,7.7688290425517295
25,-159.68594160152466
26,-224.63803313409912
27,-129.8355909607933
28,-120.89014999044488
29,-58.574791328001126
30,-56.25412658625812
31,-111.4429293142529
32,-200.33199495590998
33,-253.01585340074004
34,-86.30814926249316
35,-245.07324420787955
36,-130.78169466985852
37,-203.88378434456854
38,-332.2033188938902
39,-128.12292944372354
40,-42.31696829752305
41,-229.49321339820932
42,-175.72408419077362
43,-62.848169087050664
44,-92.3058906757313
45,-234.8607988475665
46,-89.51445581931166
47,-269.00737641869046
48,6.587463372573197
49,-118.80540512635736
50,-183.07402267938983
51,-239.70592995639203
52,-232.57391804437123
53,-142.3943307652759
54,-324.1953872686228
55,-117.5253432451466
56,-118.55286042758777
57,-68.59707297836617
58,-97.9218832892103
59,-112.07767224552308
60,-170.21573071806176
61,-265.04170177336727
62,-137.14325236924316
63,-173.30599214372506
64,-122.19566508711671
65,-116.45089339237306
66,-145.33195464783174
67,-129.62165243428802
68,-68.63313067127771
69,-124.53928759634718
70,-180.5879686580692
71,-94.54341317379385
72,-112.71068284915974
73,-162.58938549461186
74,-123.3912677764945
75,-272.6804692063887
76,-113.75222452428855
77,-111.00974791863884
78,-165.16662132970453
79,-265.1201567576046
80,-179.12476484285045
81,-94.51814208854195
82,-152.31862330477836
83,-73.80152539563134
84,-45.92631227943864
85,-114.56352181717902
86,-103.11596671271516
87,-105.41261799531704
88,-117.98151909698048
89,-190.69254466254174
90,-115.1024900680095
91,-110.5390418836206
92,-18.677077318021404
93,-95.57767427508304
94,-303.1042442046514
95,-66.27088446537834
96,-39.66551009403881
97,-126.34389904339778
98,-118.96397400835467
99,-27.878251296521384
100,-68.91720234117858
101,-101.67621148297096
102,-97.61656090666898
103,-153.38637501638246
104,-108.49036251941932
105,-37.167601383359454
106,-85.68829017229652
107,-274.3369287930118
108,-101.82040076087142
109,-155.87523854930586
110,-87.94693423256564
111,15.909776195744584
112,-165.06545613995354
113,-104.47712472854266
114,-118.32634402933716
115,-17.435380734220786
116,-99.39287887341996
117,-137.54364306007
118,-111.73792522824951
119,-82.92512651123681
120,-128.16917026512317
121,-109.79284564388871
122,-113.7786105002148
123,-212.22625371276987
124,-110.32196797096452
125,-133.71569797751414
126,-58.45383982884921
127,-31.562194870157427
128,-119.50755656911053
129,-85.77769245921687
130,-88.68745950791478
131,-67.98948133163222
132,-80.12890589592945
133,-77.88847759930796
134,-56.74107883706755
135,-13.8939164514492
136,-110.39890311893211
137,-70.47947279685815
138,-64.04123918604188
139,-70.51646335238314
140,-51.433945593659864
141,-59.20329374844952
142,-59.93319246765614
143,-127.0997053377325
144,-267.86574416552094
145,-52.22614406161769
146,-144.33033369272695
147,-121.81134621301767
148,-64.75410602842348
149,-86.63468194127134
150,-78.95945479960659
151,-66.7687845562355
152,-86.3794500814678
153,-11.374164448048433
154,-109.06165261645698
155,47.078231785528004
156,-48.52949095423034
157,-73.59081422345483
158,-45.71325159842341
159,-84.51239689563575
160,-129.69076796193306
161,-196.34306650843507
162,-18.613588058867208
163,-87.37089576552731
164,12.943438866134926
165,-64.26964969126345
166,-167.71392213189748
167,-318.68277153995297
168,-23.71713681616575
169,2.9907959434382434
170,-110.93507158552731
171,-34.633218980641786
172,-78.0445610485794
173,-27.49560665329315
174,-29.90692154041082
175,-86.79145295532192
176,-50.28015185353491
177,-72.17070703870908
178,27.480477606738944
