episode,reward
0,-225.60847363659911
1,-122.48452912340082
2,-235.58109505229123
3,-146.99823082832717
4,-270.22558083078366
5,-122.17406221090614
6,-82.77667958705413
7,-253.2053391947935
8,-254.1990370937907
9,-126.44584086573866
10,-173.13253183774916
11,-297.093142169976
12,-279.0657780899311
13,-93.38880029242932
14,-150.05791641630668
15,-174.92072059963473
16,-225.9461153716879
17,-130.64796949287006
18,-126.08502788824288
19,-125.56795746711907
20,-115.61231301829243
21,-149.83578959230482
22,-276.52482714730365
23,-123.34222117822978
24,-215.71012676874773
25,-72.98595625719635
26,-136.6433352251525
27,-110.67459285975849
28,-185.77368927746346
29,-19.68785350007292
30,16.70514709634122
31,-82.65675201729856
32,-105.98078584860968
33,-152.4846120253502
34,-228.28987728718937
35,-288.38770739806375
36,-228.39167398102398
37,-173.70168238259575
38,-52.242653075849766
39,-139.83842474665832
40,-25.453878917855093
41,-28.071517967857915
42,-306.29125274974
43,-92.56499874229846
44,-42.93004598839801
45,-124.15546116731893
46,-72.5417419746907
47,-331.28302609089167
48,-276.4469880085221
49,-32.09357118890938
50,-179.82911577092085
51,-192.44093741960418
52,-95.66437346093167
53,-280.9639137725867
54,-222.2717161350374
55,-127.12136436285412
56,-125.54684159143137
57,-122.68158976890271
58,-135.45745281403197
59,-80.29619856031518
60,-313.81465444780554
61,-426.29940548160795
62,-270.2802287304812
63,-119.33838670879621
64,-106.68452243814102
65,-286.03241622382166
66,-86.25513055580157
67,-176.63927345657987
68,-244.37872549666173
69,-225.86319390582747
70,-455.86679284687796
71,-366.04136873038726
72,-308.8961167286616
73,-287.498587991362
74,-207.86997394185465
75,-175.88202850120084
76,-141.03489717391224
77,-88.92139852153501
78,-33.82211469234214
79,-200.10976921851272
80,-201.1781999093158
81,-210.76982615707055
82,-109.58192560935053
83,-185.1883127483036
84,-107.0892400816398
85,-101.92043588893591
86,-101.33214532024635
87,-60.24092516777523
88,-138.6528564544164
89,-112.00922188665011
90,-166.45114816385828
91,-208.94333419781745
92,-197.09656728271943
93,-68.28655498612818
94,-158.0795874464733
95,-198.73334848762823
96,-253.24822757663685
97,-135.3408991593694
98,-4.504899119864547
99,-379.55733029979297
100,-156.10757798683454
101,-292.801595032199
102,-52.69463682766481
103,-73.71805737764006
104,-166.7504734888916
105,-193.3026026507781
106,-164.83453832557012
107,-73.09579851861945
108,-72.25624755819551
109,-103.65121671184714
110,-302.6828080156538
111,-45.16569065720171
112,-237.1901293717638
113,-21.194166154044794
114,-74.85656229539683
115,-2.8813907045781093
116,-80.17356876571212
117,-102.00731130395161
118,-162.2062159532805
119,-71.30719975410406
120,-42.51127176268472
121,-280.3042708542755
122,-123.57177870477165
123,-112.07917100231981
124,-143.21714542589882
125,-124.95953212575984
126,-92.33395141871281
127,-229.16050160977937
128,-122.48688149287112
129,-111.4642223422145
130,-84.8254566584342
131,-81.74759361195294
132,-170.48386676612813
133,-272.10232956866423
134,-192.5482657034795
135,-81.2157030086762
136,15.181974179463282
137,-88.31424230713134
138,-249.25874346265135
139,19.870149446386293
140,-163.7460992135997
141,-243.8015787517505
142,-124.88451516168803
143,-109.33046014924413
144,8.14577165114342
145,-74.81142072154913
146,-130.4854930358756
147,-285.7684553256963
148,-64.08199415475781
149,-26.607017927079653
150,-82.28302543418613
151,-42.098357818793644
152,-147.98006892948706
153,-65.35966953699963
154,-52.86536655496102
155,-157.75787481393945
156,-164.84480440164262
157,9.628928776516219
158,-85.71554132967172
159,-43.85235517558682
160,-94.11589403036933
161,-119.40748395847427
162,-138.59355475031992
163,-111.47432793123502
164,14.410588369567023
165,-89.83170988484554
166,-42.40244748541191
167,-182.4043969204677
168,-38.680243409179326
169,-67.90331586913608
170,-224.5108709767012
171,-19.173416263052147
172,-99.85136613496051
173,-204.63827881687342
174,-86.79507616051305
175,-58.27636798652752
176,-60.31268831879398
177,-86.22191889630749
178,-108.49735369794149
